name,description,category,train_set_mean,train_set_stddev,coefficient
order dnr,NA,notes,3.14032233007395e-07,8.93530890482355e-06,-0.005403537
order dnrdni,NA,notes,5.0766261145069e-07,1.04175716593606e-05,0.001507966
ordering provider,NA,notes,4.27511033282973e-06,0.000190251,0.001586575
organism unspecified,NA,notes,7.09865902921733e-07,1.38892435739949e-05,0.012847106
organomegaly,NA,notes,0.000133057,0.000335933,0.000917215
orient to,NA,notes,2.88138631060888e-05,0.00015029,0.003698226
orient well,NA,notes,1.92370888025841e-06,3.11915888936251e-05,0.007455678
ortho,NA,notes,1.7879149671042e-05,0.000272893,0.00933991
orthopaedic,NA,notes,4.43750303461273e-06,5.31791032903505e-05,0.003604842
osh,NA,notes,3.05883830024381e-05,0.000254171,0.001825204
osimertinib,NA,notes,6.51558598609232e-06,0.000151088,-0.000919219
osimertinib tagrisso,NA,notes,1.13662189914962e-06,2.04015192740895e-05,-0.005831095
osmolality,NA,notes,6.92574786919455e-07,2.22767337502774e-05,0.002285851
osteonecrosis of,NA,notes,3.70567961438978e-06,7.93544564653237e-05,0.006984641
osteoporosis,NA,notes,2.72390723534398e-05,0.000224564,0.00212793
osteoporosis meighty,NA,notes,1.85147614122911e-06,4.11656276957145e-05,-0.011216981
osteoradionecrosis,NA,notes,3.07800515233142e-06,8.62669736999443e-05,0.01367908
ot,NA,notes,1.8791061216387e-05,0.000230005,-0.005542367
other constitutional,NA,notes,1.91887575024284e-06,3.31694014569303e-05,0.006868499
other reaction,NA,notes,5.72857806837178e-07,2.00222285424131e-05,-0.000360308
otwo,NA,notes,8.11015449713246e-05,0.000443524,-0.016991343
out urine,NA,notes,1.41204324697453e-05,7.73300122119879e-05,-0.006854804
outpatient prescriptions,NA,notes,0.000150181,0.000284975,0.003494657
ov,NA,notes,7.70304446910785e-05,0.001192895,0.008498999
ovarian,NA,notes,0.000153835,0.00078,-0.000860574
ovarian ca,NA,notes,1.02868960408198e-05,0.000125463,0.009101393
over past,NA,notes,4.97396110895739e-06,5.91771261265646e-05,-0.001922232
over the,NA,notes,0.000235912,0.000853629,-0.006862689
oxideamino,NA,notes,6.80973807725068e-07,1.422662744756e-05,0.003639512
oxycodone,NA,notes,9.8070991514673e-05,0.000539984,0.000558703
oxycontin,NA,notes,4.11550305689583e-05,0.000398742,0.002609962
oxycontin control,NA,notes,1.04337702872932e-06,1.45741318815682e-05,-0.003032714
oxycontin po,NA,notes,8.74988702336271e-07,2.00112328657783e-05,-0.009496566
oxycontin twenty,NA,notes,3.76736809223908e-06,6.89717749020711e-05,-0.006290762
oxygen,NA,notes,5.98084849507548e-05,0.000373367,-0.009568057
oz height,NA,notes,1.4141728518489e-05,8.46662096764506e-05,0.004104835
oz spotwo,NA,notes,9.4707884273614e-05,0.000225546,0.00800697
oz weights,NA,notes,7.87823995601583e-07,1.22617769809873e-05,-0.011146766
pac have,NA,notes,1.22420847794652e-06,2.82880277270085e-05,8.621689e-05
packet take,NA,notes,8.54962471950011e-06,5.99798288376384e-05,-0.008224729
packsday,NA,notes,2.98640907681541e-05,0.000129871,-0.00079478
paclitaxel with,NA,notes,1.4274701465266e-06,5.47247544670514e-05,-0.006082866
page,NA,notes,9.62522915176389e-05,0.000743568,-0.005974701
pager date,NA,notes,4.00217270136269e-06,3.90179863226335e-05,0.001232243
pah,NA,notes,3.18261139929609e-07,2.04024226070218e-05,0.008032308
pain,NA,notes,0.002376871,0.003435331,-0.01102008
pain consulting,NA,notes,1.02049870356292e-06,9.57282834931717e-06,-0.010955711
pain control,NA,notes,5.46541880507202e-05,0.000286535,-0.005478064
pain fentanyl,NA,notes,4.74198837213185e-07,9.98476368845406e-06,-0.004480847
pain in,NA,notes,0.000100126,0.000389147,-0.009804351
pain med,NA,notes,3.64214808055205e-05,0.000427194,-0.006951817
pain medication,NA,notes,6.08702259123567e-05,0.000340505,-0.016735729
pain none,NA,notes,7.67128823666402e-06,0.000168833,0.002941113
pain pulmonary,NA,notes,7.74327558404509e-07,3.11536460031259e-05,0.011345587
pain score,NA,notes,5.26444899936195e-06,8.56607575799231e-05,0.002637627
pain which,NA,notes,2.09282677853165e-05,0.000149642,-0.005716141
pakistan,NA,notes,8.82003864485638e-07,5.05420888125726e-05,0.003081552
pale,NA,notes,1.01693039784952e-05,9.42567288769511e-05,-0.012207693
palliate,NA,notes,1.61493099944787e-06,4.25627058334459e-05,-0.00315628
palliation,NA,notes,5.20350504924846e-06,0.000114856,-0.005855324
palliative,NA,notes,0.000118887,0.00082646,0.001433579
palliative care,NA,notes,1.74332012984582e-05,0.000260861,-0.010539517
palliative chemo,NA,notes,3.94120381573181e-07,1.50348053379315e-05,-0.003982604
palliative chemotherapy,NA,notes,2.82163587368906e-06,6.3821890208249e-05,-0.010582595
palliative radiation,NA,notes,1.69118627326763e-05,0.000180229,0.004640276
palliative radiotherapy,NA,notes,6.24791835110096e-06,7.42125064533046e-05,-9.89E-05
palliative rt,NA,notes,1.13755190250258e-06,2.88551480195979e-05,-0.001285848
palpable gu,NA,notes,8.89673919621489e-06,7.59987631787674e-05,0.024058374
palsy,NA,notes,8.83097377641967e-06,0.000143823,-0.014378638
pancreas cancer,NA,notes,3.59077732461334e-06,7.30999274893021e-05,-0.007864096
pancreas mass,NA,notes,1.51359967631995e-06,6.64126141474988e-05,-0.000132884
pancreatectomy,NA,notes,4.58755965301881e-05,0.000674814,0.016223669
pancreatic adenocarcinoma,NA,notes,1.67728982157098e-05,0.000205628,-0.020895572
pancreatic ca,NA,notes,5.98355260718605e-06,0.000179711,-0.003533748
pancreatic cancer,NA,notes,2.68940895153318e-05,0.000255551,-0.028264124
pancreatic net,NA,notes,1.9209093526427e-06,5.25756605771905e-05,-0.000574436
pancreatic neuroendocrine,NA,notes,2.01683453201268e-05,0.000238378,0.018897098
pancytopenia,NA,notes,6.33808663639084e-06,8.91893310395169e-05,-0.010372181
panitumumab,NA,notes,4.54095812975917e-06,0.000108684,-0.007236324
papillary,NA,notes,6.63695586854139e-05,0.00049029,0.002671279
papillary renal,NA,notes,1.5486494981984e-06,5.31908465618939e-05,-0.012536797
papule,NA,notes,1.70975651087025e-05,0.000156785,0.007743244
paracentesis,NA,notes,2.37545368600088e-05,0.000328237,-0.012788726
paraffin,NA,notes,1.17411005075509e-06,4.33622659559566e-05,0.010766446
paralysis,NA,notes,1.74492193418915e-05,0.000199537,-0.007439941
paraspinous,NA,notes,4.75866225011587e-06,0.000100849,0.001936214
parietal,NA,notes,8.68255364179213e-05,0.000744933,-6.25E-05
parkinsonism,NA,notes,1.3065169558591e-06,6.12239012995152e-05,0.004586563
parotid,NA,notes,3.78961341021338e-05,0.000436017,0.003570644
part thromboplastin,NA,notes,4.72056125268368e-06,4.2815705702906e-05,0.005731816
partial gastrectomy,NA,notes,9.74669810184015e-06,0.000390303,0.007845875
partially,NA,notes,5.58719521992379e-05,0.000512074,0.006742295
partner,NA,notes,1.88714440954386e-05,0.000209714,-0.007397066
patch,NA,notes,0.000104873,0.000692179,0.013829705
patch apply,NA,notes,6.3649244470663e-06,6.81824009015373e-05,0.005098007
patch one,NA,notes,4.3598748083635e-06,4.83638652096002e-05,-0.001955436
patch qtwentyh,NA,notes,2.19858176289628e-07,7.0860184004245e-06,0.003355702
patch transdermal,NA,notes,2.88874814801807e-06,3.46925055889434e-05,-0.010720352
patches to,NA,notes,5.77913391142737e-07,2.1082639277663e-05,0.001543125
patchy,NA,notes,4.61938441441675e-05,0.000464612,0.002471717
pathologic fracture,NA,notes,5.43934081705773e-05,0.00061299,-0.003163699
pathology patientcaregiver,NA,notes,1.7826292124879e-07,1.30695889700737e-05,-0.002151037
pathology right,NA,notes,6.85317866027529e-07,1.78583387671922e-05,0.0146916
pathways,NA,notes,1.50355993781308e-05,0.000346754,-0.006453881
pathwell,NA,notes,1.01722752363456e-05,0.000270196,0.020639943
patient,NA,notes,0.010403973,0.00937922,0.003833907
patient call,NA,notes,0.000163802,0.001259815,0.016547091
patient complaintconcern,NA,notes,1.28286888993905e-05,0.000246176,0.001185294
patient mother,NA,notes,6.6026062503663e-06,0.000215129,-0.004335949
patient treatmentsetup,NA,notes,7.77868663842107e-06,0.000126178,-0.004993472
patient unit,NA,notes,4.77004122564268e-06,8.41182296196685e-05,-0.000728311
patint,NA,notes,1.81397012524118e-06,0.000160526,-0.005147311
pcmt de,NA,notes,6.47322906966608e-07,2.30901108211855e-05,0.002449123
pcp,NA,notes,0.000249748,0.001382055,0.018954057
pd,NA,notes,1.33691613917281e-05,0.000186668,-0.001086529
pd in,NA,notes,1.24932508268886e-06,5.04491375618737e-05,-0.001116081
pdt,NA,notes,9.03708187214093e-05,0.000715414,0.006419228
pe pulmonary,NA,notes,6.4884556922619e-07,1.6828633465867e-05,0.001733151
pea arrest,NA,notes,8.76350712957767e-08,4.54755860009764e-06,0.001553442
peb,NA,notes,1.24002534349292e-05,0.000174259,0.00888118
pedicled,NA,notes,1.44222587573844e-06,4.46420216996381e-05,-0.013295558
peg,NA,notes,7.77735007423366e-06,0.000168637,0.002047362
peg tube,NA,notes,3.2107511191151e-06,0.000124331,-0.010435279
pegelectrolyte,NA,notes,2.35537365079017e-06,3.54833613800458e-05,0.003925982
pelvic,NA,notes,0.000285219,0.001167666,0.002743601
pelvic lymphadenectomy,NA,notes,1.76606825948757e-06,4.23725404356559e-05,0.015748074
pemphigus,NA,notes,8.72257254896494e-07,5.92972681027675e-05,0.00064254
pending be,NA,notes,4.62051234258115e-06,0.000114557,-0.006737816
pending the,NA,notes,4.26822934015563e-06,7.90557404016499e-05,-0.000718452
penicillins other,NA,notes,1.80833096595462e-06,4.5228395132221e-05,0.010531034
per dr,NA,notes,0.000193744,0.001242674,0.00679045
per ed,NA,notes,1.11958562207614e-06,3.2582730914374e-05,-0.009344512
per icu,NA,notes,1.39608615738707e-07,4.49933796436912e-06,-0.012796259
per osh,NA,notes,6.61917384902686e-07,2.22158581957186e-05,0.002830851
per renal,NA,notes,1.76472318030315e-07,4.37441309902611e-06,0.004381968
per wound,NA,notes,9.25664847444932e-08,3.23307386338161e-06,0.00507323
percutaneous,NA,notes,2.69206090203827e-05,0.000294657,-0.00031667
perforated,NA,notes,2.15392805988348e-06,5.32299033694783e-05,0.008517059
perforation,NA,notes,1.33849111659858e-05,0.000152949,-0.003322295
perforation sp,NA,notes,1.26014561608306e-07,6.01535502469539e-06,-0.002588096
performance status,NA,notes,7.72709076914293e-05,0.000245939,-0.016892767
pericardiocentesis,NA,notes,2.33583971752072e-06,7.52190305255279e-05,0.002393194
perineural,NA,notes,2.09186706705189e-05,0.000260386,0.005837506
peripheral last,NA,notes,6.84541650378737e-06,0.000156535,0.003650832
peritoneal drain,NA,notes,1.66356657355228e-06,7.72450234500587e-05,-0.000623437
peritonectomy,NA,notes,1.84112784449137e-06,5.46017455139733e-05,0.007410892
periwound tissue,NA,notes,6.02398859766149e-08,2.38366980806411e-06,0.001698563
perjeta,NA,notes,9.84726279586254e-06,0.000201021,0.011987405
person assist,NA,notes,3.77193587477011e-06,5.73409433867787e-05,-0.003271062
pertuzumab,NA,notes,7.20410255128916e-06,0.000136948,-0.004032997
pes and,NA,notes,1.62874948129358e-07,6.91224713211434e-06,-0.001659245
pet,NA,notes,0.000493678,0.001967877,0.00638144
petct,NA,notes,0.000429048,0.00159814,-0.003321743
phase one,NA,notes,5.54057048828548e-06,0.00010397,-0.00914445
phenergan promethazine,NA,notes,5.07045226371175e-07,1.64338764776067e-05,0.013885869
pheochromocytoma,NA,notes,3.7269779183445e-06,0.000244367,0.017975478
phone info,NA,notes,4.88822707092957e-07,7.01261318747904e-06,-0.001740788
phone sparc,NA,notes,2.1830729933829e-05,0.00034269,0.008167828
photopheresis,NA,notes,2.0042539986159e-06,0.000138363,0.00124287
physical activity,NA,notes,1.37473485122832e-05,9.22246646630882e-05,0.007011598
physician bed,NA,notes,2.14385128768412e-07,3.84083614897516e-06,0.014934804
physician use,NA,notes,7.78892004397536e-06,6.99511975751478e-05,0.001557838
phytonadione,NA,notes,8.59492800629293e-07,2.55088581208256e-05,-0.006047379
phytonadione mephyton,NA,notes,1.36955577794997e-07,5.49009175367932e-06,0.002155098
picc,NA,notes,0.000112256,0.001104214,-0.002625352
picc clear,NA,notes,1.45647965047275e-07,3.92080601466444e-06,0.005320446
pigtail,NA,notes,1.54649334961608e-05,0.000243347,0.005023757
pilomatrix,NA,notes,3.02079099227229e-07,2.45607051689358e-05,0.009698804
pilomatrixoma,NA,notes,1.52998750185962e-07,1.13913984811279e-05,0.006809125
pit,NA,notes,9.36608370329405e-06,9.25034282124645e-05,0.001484347
pit edema,NA,notes,7.4485777821284e-06,7.29595443691887e-05,-0.00056495
pitting,NA,notes,2.20577422412724e-06,4.67381333777676e-05,-0.00246923
pituitary adenoma,NA,notes,1.67451008125418e-06,6.8422854631783e-05,0.003711956
pjp bactrim,NA,notes,8.03895117576345e-08,3.99061736224206e-06,-0.004848221
place tentwenty,NA,notes,1.40185594516985e-07,4.98264064183675e-06,-0.00012394
placement,NA,notes,0.000243539,0.001022282,-0.017526126
plan breast,NA,notes,1.83096445255553e-06,2.95104637943307e-05,0.000559564
platelet,NA,notes,0.000216447,0.000535175,-0.012273951
pleasant sixty,NA,notes,1.59634204533882e-06,4.77888712473655e-05,0.000147642
please,NA,notes,0.001638141,0.004359672,0.008019336
please advise,NA,notes,7.25714930476237e-05,0.000789348,0.006648757
please refer,NA,notes,3.32475819933918e-05,0.000349451,0.00247317
pleural,NA,notes,0.000516209,0.002106699,-0.008731667
pleurex,NA,notes,3.46997515268663e-06,8.69523430584153e-05,-0.000223368
pleurodesis,NA,notes,1.30075670956776e-05,0.000214527,-0.00376948
pleurodesis on,NA,notes,6.02592283358812e-07,1.68589608017135e-05,-0.002204317
pleurx,NA,notes,1.61610563151613e-05,0.000237979,-0.002160706
plex,NA,notes,2.72190510187398e-07,3.92270189752204e-05,0.002870188
plexus,NA,notes,9.61795411086645e-06,0.000211697,-0.008052615
pls,NA,notes,7.91976019584427e-05,0.000827016,-0.009211171
plt,NA,notes,0.000110391,0.000339546,-0.01732979
plt onehundred,NA,notes,3.6461818023292e-05,0.000154133,-0.00822366
plus avastin,NA,notes,7.52998672294991e-06,0.000119753,-0.010883273
plus protein,NA,notes,6.24029629432772e-07,1.41110498680717e-05,0.004758485
pm,NA,notes,0.001107223,0.002739034,-0.003695633
pm spotwo,NA,notes,2.12803911984523e-06,2.66671667900799e-05,-0.007328873
pna,NA,notes,1.25007723860521e-05,0.000118498,-0.003134199
pneumonia,NA,notes,6.28108712108283e-05,0.000421984,-0.008806333
pneumonia organism,NA,notes,6.91861079774384e-07,1.38225729722394e-05,0.012011133
pneumonia ten,NA,notes,3.05521621353545e-07,1.02028996032443e-05,-0.010819095
po bid,NA,notes,4.61782460615919e-05,0.000408225,-0.008590492
po intake,NA,notes,2.48896069595245e-05,0.000163201,-0.01336457
po iv,NA,notes,9.06453407698142e-06,5.67998498182623e-05,0.004885589
po take,NA,notes,0.000325494,0.000815023,-0.008017549
poa yes,NA,notes,2.30564127713751e-06,3.38302163901029e-05,-0.002455595
pod,NA,notes,2.25263431963703e-05,0.000123744,0.002822368
point review,NA,notes,3.9192365695342e-05,0.000164837,0.006373749
pollen,NA,notes,2.87367925385601e-06,4.70606830918529e-05,0.006850962
polst,NA,notes,5.27272196836375e-06,7.70683699613796e-05,-0.002424681
polyethylene glycol,NA,notes,1.92904149517458e-05,9.29225509586864e-05,-0.007031953
polyp,NA,notes,7.70754619129603e-05,0.000824188,0.015879633
polysaccharide vaccine,NA,notes,1.59768160510364e-06,8.41350308184216e-05,0.00903485
pontine,NA,notes,2.64812838223789e-06,9.3187056919184e-05,0.001083643
ponv postoperative,NA,notes,4.95650659575579e-06,4.88137504259734e-05,0.0022698
poor,NA,notes,7.40798441767145e-05,0.000429366,-0.022179678
poor neuropsych,NA,notes,1.3434693089488e-06,2.41062289177052e-05,-0.011290226
poor performance,NA,notes,1.04950241036812e-06,3.67590362113822e-05,-0.009598966
poor po,NA,notes,3.71366078839686e-06,5.27926495483971e-05,0.001575105
poor prognosis,NA,notes,2.25857290570208e-06,7.5679719394165e-05,-0.01661395
poor safety,NA,notes,3.97968651196264e-07,1.55922951181343e-05,-0.006138614
poor tolerance,NA,notes,3.047203130212e-06,0.000145714,-3.93E-05
poorly,NA,notes,6.1022632361308e-05,0.000397522,-0.011303741
poorly differentiate,NA,notes,3.65366076182965e-05,0.000233405,-0.01303688
popliteal vein,NA,notes,5.11755083663457e-06,0.000255236,-0.00084853
port catheter,NA,notes,5.84706969501304e-06,0.000142534,0.005553793
porta,NA,notes,2.66024901234968e-05,0.000396723,-0.012950342
portions,NA,notes,3.52975351362774e-06,0.000121262,-0.007675332
position,NA,notes,0.000176048,0.000558509,-0.021295197
positivity and,NA,notes,4.85914606043128e-07,1.34217220241207e-05,0.01144686
post,NA,notes,0.000906783,0.002349562,0.010837167
post at,NA,notes,1.89307101360336e-07,4.50431568747954e-06,0.000593585
postobstructive pna,NA,notes,3.77473106084047e-07,1.42234036049444e-05,-0.004205024
postop id,NA,notes,6.22866784050834e-07,1.8115683415642e-05,0.016383374
postop sp,NA,notes,6.85324028480045e-06,5.30050755390358e-05,0.004391112
postoperative,NA,notes,0.000247431,0.001029666,0.000542388
postoperatively,NA,notes,2.33850660097603e-05,0.00014171,-0.000758578
postradiation,NA,notes,5.3374011306134e-05,0.00062757,0.016170276
postsurgical,NA,notes,0.000315476,0.00196723,0.015161274
posttreatment,NA,notes,6.5437624349075e-05,0.000745787,0.016223641
pr positive,NA,notes,1.12248862641191e-05,0.000104769,0.024830356
practice,NA,notes,6.2104751368848e-05,0.000370266,0.005989729
prbc,NA,notes,2.23937763974585e-05,0.000238928,0.001441317
prbcs,NA,notes,9.53397063210833e-06,0.000171178,-0.007029503
prealbumin crp,NA,notes,1.36155480612322e-07,3.69445113712748e-06,-0.000588908
precaution consistent,NA,notes,1.49573883610667e-07,4.04102527734827e-06,0.002061613
precautions aspiration,NA,notes,5.75560150834853e-07,1.45589197481728e-05,0.004421809
precautions fall,NA,notes,2.57553719524064e-06,2.31083521028273e-05,0.003548876
preliminary,NA,notes,6.49273351088143e-05,0.000450243,0.006388533
preop hct,NA,notes,1.11325819898694e-06,1.96164208575966e-05,-0.003330445
preoperative,NA,notes,0.000241036,0.000991273,0.002981711
prescriptions,NA,notes,0.000258982,0.000820499,0.00939439
presenting symptoms,NA,notes,2.79047150171926e-06,3.38979765997878e-05,0.008765079
pressor,NA,notes,1.68224821789884e-06,2.94749966022288e-05,0.004902087
pressure support,NA,notes,3.78589572769916e-07,1.11697232133141e-05,-0.004840355
primary anastomosis,NA,notes,4.13273047912889e-06,0.000110977,0.007457544
primary oncologist,NA,notes,1.17831702846471e-05,0.000191538,0.001711783
primaryreferring,NA,notes,1.45498341937137e-06,2.43942839925109e-05,-0.00235997
primitive,NA,notes,3.52652044131751e-07,1.74643489253774e-05,-0.002252828
primitive neuroectodermal,NA,notes,2.0111628850524e-07,1.52227325671371e-05,-0.001475894
prinivil,NA,notes,2.96262980722192e-05,0.00017211,0.006842778
prn,NA,notes,0.000434138,0.00108642,-0.005708668
prn lactulose,NA,notes,1.93464530332642e-07,4.65217102901648e-06,0.004220551
prn morphine,NA,notes,1.76545403677188e-06,2.79548548197279e-05,-0.000668185
prn triple,NA,notes,1.51927043571688e-07,3.68772065817202e-06,0.008806462
problem skin,NA,notes,2.69925039504001e-06,4.18774008918368e-05,0.001009335
problem vaginal,NA,notes,1.18421285901735e-06,1.97526153775143e-05,0.002033715
procedure petct,NA,notes,2.61499585120523e-06,3.97798907445105e-05,0.011881252
prochlorperazine,NA,notes,3.77254333253192e-05,0.000169914,0.00118139
prochlorperazine compazine,NA,notes,3.09967466633956e-05,0.00011991,0.001880733
product code,NA,notes,8.46162106966078e-07,1.68594684559737e-05,0.000355608
product collection,NA,notes,2.7711255860959e-07,8.11086209081891e-06,-0.002727504
product order,NA,notes,1.54795718846994e-06,2.26153324161996e-05,0.007687611
profile albumin,NA,notes,9.1852295468622e-07,1.50332436526498e-05,-0.01637608
profile amylase,NA,notes,5.59530463326774e-07,8.65703750358727e-06,-0.011807775
profile glucosefasting,NA,notes,1.02447305388514e-06,1.49233260445337e-05,-0.009318954
prognosis,NA,notes,2.02716329217658e-05,0.000228137,-0.009909269
progress,NA,notes,0.000195638,0.001023411,-0.009170379
progress despite,NA,notes,5.79237914782084e-07,2.06622055382947e-05,-0.007978819
progress on,NA,notes,7.12229284176888e-06,0.000152108,-0.007738573
progress through,NA,notes,1.76552543322211e-06,3.79845045332505e-05,-0.001479461
progression,NA,notes,0.000454339,0.001597402,-0.03831958
progression after,NA,notes,1.18049782065222e-06,2.79751047583722e-05,-0.010216732
progression ct,NA,notes,3.77806337248632e-06,4.651434902967e-05,-0.001931995
progression currently,NA,notes,2.92931094033957e-07,1.01421489261372e-05,-0.015893895
progression now,NA,notes,4.47549611023746e-07,1.51266384335039e-05,-0.005586276
progression on,NA,notes,1.15978589135855e-05,0.000132305,-0.003509804
progression she,NA,notes,4.00801488691447e-06,4.50523186795174e-05,-0.007515913
progressive,NA,notes,0.000120684,0.000693001,-0.00913593
progressive disease,NA,notes,3.7729600737506e-05,0.000339714,-0.01647513
proliferation,NA,notes,6.1702629168264e-06,8.6707977220561e-05,0.009335206
promethazine phenergan,NA,notes,5.24252509995484e-06,5.11914027053356e-05,0.000970151
prophylaxis on,NA,notes,1.46269103723319e-07,4.72964264805072e-06,-0.010142257
prostate,NA,notes,0.000270129,0.001255739,0.014610127
prostatectomy in,NA,notes,3.6298037007335e-06,6.10347681986641e-05,0.005915031
protein protein,NA,notes,2.03854177286114e-06,2.08435167726999e-05,-0.004270266
protein seventy,NA,notes,8.73715320800446e-07,1.39185323388683e-05,0.001313736
protein zero,NA,notes,2.53112923622683e-06,3.74363903515164e-05,0.023466198
proteincalorie,NA,notes,1.27130699441378e-06,6.33900208473954e-05,0.002674521
proteincalorie malnutrition,NA,notes,1.22169152207401e-06,6.32508428409711e-05,0.001227421
protocol onehundred,NA,notes,1.12526530404573e-06,4.38371384665485e-05,-0.00171623
protocol remains,NA,notes,2.12346492133565e-05,0.000161026,0.003667007
protocol title,NA,notes,5.27187507647094e-06,9.97559799287062e-05,0.003317565
protocol type,NA,notes,8.89186110625679e-07,2.06674080182928e-05,0.008538925
protocol zero,NA,notes,4.99738048236437e-07,1.79200217046887e-05,-0.004209551
provider floorunit,NA,notes,1.7508647357953e-06,2.41028926227552e-05,-0.001998127
provider nh,NA,notes,5.84113330104476e-07,1.60765629174293e-05,0.023692267
prozac,NA,notes,8.97543274984516e-06,0.000175582,0.009710851
psa,NA,notes,0.000263664,0.001565793,0.002762551
psa of,NA,notes,1.05303147569006e-05,0.000171645,-0.003848895
psa zero,NA,notes,2.31254394054887e-05,0.000302722,0.014610803
pseudomyxoma,NA,notes,2.79131626447105e-05,0.000580126,0.026035488
psone,NA,notes,1.90987114367127e-06,2.48546737544308e-05,0.006736696
psych,NA,notes,3.17900098263055e-05,0.00019945,-0.00395272
psych affect,NA,notes,6.34322570635542e-07,1.92337840527315e-05,0.00734723
psychotic,NA,notes,1.09491016532752e-06,3.01577923483597e-05,0.010175781
pt state,NA,notes,0.000136507,0.000791837,0.007466525
ptld,NA,notes,1.76971101348828e-06,8.11100769842021e-05,0.000662762
ptot,NA,notes,8.91038495230232e-06,0.00011174,0.004526045
puff two,NA,notes,7.24524337343837e-07,1.45436109313989e-05,-0.004227915
pulm consult,NA,notes,1.99040157032215e-07,7.01101480198667e-06,0.002504682
pulmonary artery,NA,notes,2.00966376354642e-05,0.00025821,0.001083185
pulmonary embolism,NA,notes,2.47160138489372e-05,0.000218731,-0.003473881
pulmonary fibrosis,NA,notes,4.63025881914488e-06,0.000145711,0.002732683
pulmonology,NA,notes,1.33569552400156e-05,0.000196719,-0.000448309
pulse dose,NA,notes,8.98694068003559e-07,4.44487070305323e-05,-0.005912982
pulse fifty,NA,notes,2.96028680613529e-05,0.000149676,0.011966138
pulse forty,NA,notes,3.5938314289173e-06,5.71771934000844e-05,0.007671557
pulse ninety,NA,notes,5.11255122674441e-05,0.000187656,0.000130939
pulse onehundred,NA,notes,3.93091783534727e-05,0.000173673,-0.013283671
pulse seventy,NA,notes,0.000106706,0.000292231,0.007541284
pulse sixty,NA,notes,8.34223229286734e-05,0.000254076,0.006672902
puree,NA,notes,2.2537838341468e-06,3.84732556262193e-05,-0.00547299
pureed,NA,notes,1.24935174807474e-06,3.04283467119553e-05,-0.002047954
pureed diet,NA,notes,3.56569824477421e-07,8.36146496146365e-06,-0.001370888
pyriform,NA,notes,5.4505590080633e-06,9.55835403401242e-05,0.016917221
pyriform sinus,NA,notes,4.88258953412739e-06,8.95711399588659e-05,0.012264306
qeighth ondansetron,NA,notes,1.01602581339066e-07,4.83085413869302e-06,-0.00052197
qtwentyh docusate,NA,notes,1.45155947549684e-07,3.46906735016526e-06,0.000708377
qtwentyh prn,NA,notes,4.46620220457177e-07,1.12226423365337e-05,0.002841382
qtwo,NA,notes,0.000172874,0.000688241,0.00181869
qtwohrs,NA,notes,3.36521016472333e-07,1.12003524825787e-05,0.003563276
quit,NA,notes,9.93129504184577e-05,0.000313128,-0.016024549
radiation,NA,notes,0.001129466,0.002717577,0.003128355
radiation therapy,NA,notes,0.00026036,0.001130404,-0.012338719
radiation to,NA,notes,4.17609630876111e-05,0.000242926,-0.001471403
radical,NA,notes,0.000111321,0.000521946,-0.004514274
radical lymph,NA,notes,1.78208781746643e-06,4.64845831706512e-05,0.001723521
radical orchiectomy,NA,notes,1.3462766263312e-05,0.000162112,0.01670351
radioembolization,NA,notes,4.56352897978668e-05,0.000522775,-0.008551269
radioembolizationadministration,NA,notes,1.14360627655954e-06,2.14994695897485e-05,-0.002231765
radioembolizationpreparatory,NA,notes,1.12289538718061e-06,1.87816591296523e-05,-0.000995394
radioembolizationpreparatory angiogram,NA,notes,1.12289538718061e-06,1.87816591296523e-05,-0.000995394
radiograph,NA,notes,4.72627237944564e-05,0.000365111,-0.001795781
radiology,NA,notes,0.000709436,0.002425459,0.02043456
radiosurgery,NA,notes,0.000122578,0.000635534,-0.005690735
radiosurgery be,NA,notes,6.01311816233445e-06,7.88696702152323e-05,-0.009498153
radiotherapy,NA,notes,9.93111029407634e-05,0.000489655,-0.007603727
ramucirumab,NA,notes,2.53735898741985e-06,6.46768935901154e-05,0.002654262
range alpha,NA,notes,2.55037653551919e-06,3.75203912234668e-05,0.003636222
range beta,NA,notes,2.9431698714554e-06,4.36690682894312e-05,0.007239921
range calcium,NA,notes,1.86509324305007e-06,3.00903356292066e-05,0.012247145
range lipase,NA,notes,1.41077735504994e-06,2.05638260854274e-05,0.004451262
rapfivemmhg three,NA,notes,2.88524199157052e-07,1.17014596439829e-05,-0.00352663
rapid progression,NA,notes,1.13496233067459e-06,4.4194642456311e-05,-0.008244608
rapidly,NA,notes,8.58697344019759e-06,8.85427782612849e-05,-0.009421016
rapidly grow,NA,notes,1.15499085500369e-06,2.86628151920939e-05,-0.015145312
rash,NA,notes,0.00028669,0.000707387,0.004664552
rate unitshr,NA,notes,1.03527114167697e-07,6.40802961606741e-06,0.006368705
ratio,NA,notes,3.5703459933397e-05,0.000304704,0.001461092
rbc five,NA,notes,6.74023049374094e-06,6.14904846029446e-05,0.001302796
rbc four,NA,notes,5.20725194805462e-05,0.000170508,0.007167498
rbc two,NA,notes,9.48555801587915e-06,6.30309911169497e-05,-0.004589476
rchop,NA,notes,9.49877303221272e-06,0.000159208,0.01445673
rdw twenty,NA,notes,1.3210884516469e-05,7.46167888052144e-05,-0.002899941
reaction unknown,NA,notes,2.10359024828736e-06,4.58239540586442e-05,0.01566259
