feature_name,description,feature_category,coefficient (negative=shorter survival),train_set_mean,train_set_std_dev
or pericardial,NA,notes,-0.000269248,2.49E-06,4.48E-05
or request,NA,notes,0.001955805,4.25E-06,9.78E-05
oral cytoxan,NA,notes,-0.011321909,7.25E-07,2.44E-05
oral every,NA,notes,-0.004643922,1.57E-05,0.000139815
oral liquid,NA,notes,0.011006295,1.83E-06,4.42E-05
oral solution,NA,notes,-0.00301614,1.82E-05,0.000122188
oral spotwo,NA,notes,0.012277493,1.83E-05,0.000111007
orally disintegrate,NA,notes,0.002190331,1.16E-05,7.10E-05
orchiectomy,NA,notes,0.015932143,4.69E-05,0.000569472
order dnr,NA,notes,-0.001875826,3.52E-07,9.65E-06
order dnrdni,NA,notes,-0.000410937,5.32E-07,1.17E-05
organomegaly,NA,notes,-0.003291773,0.000138455,0.000345925
ortho,NA,notes,0.014683177,1.80E-05,0.000277393
os,NA,notes,0.004279563,3.97E-05,0.000658673
osa,NA,notes,0.005797989,1.28E-05,0.000113922
osh,NA,notes,-0.006163551,3.12E-05,0.000261488
osimertinib,NA,notes,0.000479383,5.67E-06,0.000117758
osimertinib tagrisso,NA,notes,-0.006881798,9.29E-07,1.72E-05
osteonecrosis,NA,notes,0.013581632,8.04E-06,0.000185741
osteoporosis,NA,notes,0.003663815,2.78E-05,0.000241054
osteoradionecrosis,NA,notes,0.014267612,2.80E-06,7.28E-05
osteosarcoma,NA,notes,0.007868158,7.92E-06,0.000193184
other comment,NA,notes,0.001797812,5.71E-06,7.32E-05
other constitutional,NA,notes,0.013321035,1.87E-06,3.93E-05
otwo,NA,notes,-0.014333272,8.24E-05,0.000457001
out urine,NA,notes,-0.002803796,1.41E-05,7.44E-05
outpatient oncologist,NA,notes,-0.00150804,8.08E-07,2.33E-05
outpatient prescriptions,NA,notes,0.017194359,0.000151551,0.000289318
ovarian,NA,notes,-0.007498913,0.000154352,0.000781822
over the,NA,notes,-0.009626821,0.000235902,0.000867059
oxycodone,NA,notes,-0.002861739,9.70E-05,0.000547356
oxycodone oxycontin,NA,notes,-0.006427019,7.01E-06,9.48E-05
oxycontin,NA,notes,0.001563053,4.12E-05,0.000412866
oxycontin control,NA,notes,-0.004936074,1.04E-06,1.46E-05
oxygen,NA,notes,-0.007887136,6.34E-05,0.000531363
oz height,NA,notes,-0.002374523,1.42E-05,8.49E-05
oz spotwo,NA,notes,0.016784137,9.54E-05,0.000230437
oz weights,NA,notes,-0.002822455,8.94E-07,1.36E-05
pack or,NA,notes,-0.001267706,1.63E-06,3.53E-05
pack year,NA,notes,-0.009934246,5.93E-06,6.84E-05
packsday for,NA,notes,-0.007527725,1.75E-05,9.81E-05
page,NA,notes,0.004176015,9.48E-05,0.000755674
page to,NA,notes,0.000362421,1.47E-05,0.000168344
pager date,NA,notes,0.007707654,4.03E-06,3.97E-05
pain,NA,notes,-0.009471356,0.002374059,0.003462265
pain consulting,NA,notes,-0.00731658,1.10E-06,1.04E-05
pain control,NA,notes,-0.01256629,5.50E-05,0.00031133
pain in,NA,notes,-0.010731796,0.000101148,0.000401854
pain medication,NA,notes,-0.008136559,6.12E-05,0.000370184
pain score,NA,notes,0.011283155,5.37E-06,8.95E-05
pain which,NA,notes,-0.007578226,2.03E-05,0.000140196
painpalpitations no,NA,notes,0.019933641,8.92E-07,1.71E-05
pale,NA,notes,-0.006812421,1.06E-05,0.000110387
palliate,NA,notes,0.001685453,1.62E-06,4.21E-05
palliation,NA,notes,-0.008563517,4.52E-06,0.000104093
palliative,NA,notes,-0.002613496,0.000115764,0.000844306
palliative care,NA,notes,-0.009482658,1.77E-05,0.000269846
palliative chemotherapy,NA,notes,-0.009418833,3.06E-06,6.51E-05
palliative radiation,NA,notes,-0.006040229,1.52E-05,0.00015991
palliative radiotherapy,NA,notes,-0.007699217,5.63E-06,7.31E-05
palpable gu,NA,notes,0.011376323,9.41E-06,7.92E-05
palsy,NA,notes,-0.005471174,8.11E-06,0.000123929
pancreas cancer,NA,notes,-0.013012483,4.20E-06,0.000109456
pancreatectomy,NA,notes,0.008392362,4.74E-05,0.000697823
pancreatic adenocarcinoma,NA,notes,-0.022878401,1.77E-05,0.000213777
pancreatic ca,NA,notes,-0.006036982,5.39E-06,0.000133172
pancreatic cancer,NA,notes,-0.03215963,2.79E-05,0.000273998
pancreatic mass,NA,notes,-0.00783641,1.84E-05,0.000238257
pancreatic neuroendocrine,NA,notes,0.003529555,2.08E-05,0.000243259
pancytopenia,NA,notes,-0.013495065,6.06E-06,8.06E-05
panitumumab,NA,notes,-0.007317413,4.48E-06,0.000111565
papillary,NA,notes,0.009786236,6.71E-05,0.000470525
papule,NA,notes,0.00537986,1.65E-05,0.000151332
paracentesis,NA,notes,-0.006612238,2.70E-05,0.000357672
paralysis,NA,notes,-0.001467661,1.78E-05,0.00020833
parathyroidectomy,NA,notes,0.01277633,2.61E-06,6.43E-05
parietal,NA,notes,0.002071213,8.02E-05,0.00076286
part thromboplastin,NA,notes,-0.001898581,5.03E-06,4.50E-05
partial gastrectomy,NA,notes,0.001987747,8.59E-06,0.000376213
patch,NA,notes,0.008240025,0.000106186,0.000718954
patch apply,NA,notes,0.001825586,6.29E-06,6.71E-05
patch transdermal,NA,notes,-0.005195997,2.74E-06,3.25E-05
patches to,NA,notes,0.001658531,7.14E-07,3.33E-05
patchy,NA,notes,-0.000774908,4.64E-05,0.000437993
pathologic fracture,NA,notes,-0.005670992,4.94E-05,0.000495527
pathologic fx,NA,notes,0.007682548,6.92E-07,2.84E-05
pathways,NA,notes,-0.00933631,1.56E-05,0.000360581
pathwell,NA,notes,0.013848193,9.49E-06,0.000278082
patient,NA,notes,0.006542658,0.010334649,0.009345321
patient complaintconcern,NA,notes,-0.006712344,1.51E-05,0.000312502
patient intake,NA,notes,0.00713797,2.62E-06,3.68E-05
patient report,NA,notes,-0.002044594,0.000117406,0.0005554
patient to,NA,notes,0.003796114,0.00059085,0.002359095
patient treatmentsetup,NA,notes,-0.002583821,6.69E-06,0.000118463
patient unit,NA,notes,-0.000124229,4.39E-06,7.93E-05
pazopanib and,NA,notes,-0.010161818,1.84E-06,3.90E-05
pcmt,NA,notes,-0.001162191,1.62E-06,3.20E-05
pcmt de,NA,notes,-0.001351807,7.19E-07,2.50E-05
pcp,NA,notes,0.017298393,0.0002585,0.001412706
pdt,NA,notes,0.004055887,9.05E-05,0.000707686
pe pulmonary,NA,notes,-0.006162462,6.58E-07,1.73E-05
pea arrest,NA,notes,0.006377109,7.47E-08,4.10E-06
peb,NA,notes,0.00813843,1.12E-05,0.000158668
peg,NA,notes,0.00408169,7.47E-06,0.000137768
peg tube,NA,notes,-0.004857825,2.64E-06,6.53E-05
pegelectrolyte,NA,notes,0.004920042,2.36E-06,3.34E-05
pelvic lymphadenectomy,NA,notes,0.014409264,2.34E-06,6.30E-05
pemetrexed,NA,notes,0.00112249,3.39E-05,0.000303869
pemetrexedbevacizumab,NA,notes,-0.003344266,4.14E-07,2.00E-05
pending the,NA,notes,-0.006195593,4.48E-06,8.48E-05
per dr,NA,notes,0.006613971,0.00019147,0.001229736
per ed,NA,notes,-0.005561889,1.20E-06,3.73E-05
percutaneous biliary,NA,notes,0.002372082,8.34E-07,3.86E-05
perforate,NA,notes,-0.006365071,2.05E-06,5.49E-05
perforated,NA,notes,0.006627982,2.43E-06,6.01E-05
perforation,NA,notes,-0.005596768,1.26E-05,0.000140614
performance status,NA,notes,-0.013587158,7.67E-05,0.000247525
perineural,NA,notes,0.011693167,2.16E-05,0.000260798
peritoneal drain,NA,notes,0.000912727,1.59E-06,7.85E-05
peritonectomy,NA,notes,0.014789663,2.15E-06,5.90E-05
peritonei,NA,notes,0.010527464,2.86E-05,0.000579255
peritoneum sp,NA,notes,-0.00231896,1.99E-07,1.24E-05
perjeta,NA,notes,0.004707742,9.61E-06,0.000205462
person assist,NA,notes,0.000179683,3.88E-06,5.92E-05
pet,NA,notes,0.007243606,0.000492026,0.001977133
phacoemulsification right,NA,notes,0.006014252,5.44E-07,1.27E-05
phase one,NA,notes,-0.005541033,5.52E-06,0.00010113
phenytoin dilantin,NA,notes,-0.005025949,8.26E-07,2.56E-05
pheochromocytoma,NA,notes,0.010961059,4.07E-06,0.000253971
phone sparc,NA,notes,0.01201482,2.43E-05,0.000334349
physical,NA,notes,0.005414507,0.000802883,0.001326648
physical activity,NA,notes,0.003921914,1.42E-05,9.59E-05
physician bed,NA,notes,0.026735656,2.28E-07,4.13E-06
physician to,NA,notes,0.015243142,0.000194551,0.001706006
physician use,NA,notes,-0.007384151,7.91E-06,6.87E-05
phytonadione mephyton,NA,notes,-0.002454854,1.44E-07,5.64E-06
picc,NA,notes,-0.001069179,0.000120818,0.001201479
picc clear,NA,notes,0.010398056,1.58E-07,4.04E-06
pigment,NA,notes,-0.011836162,9.35E-06,0.000151654
pigtail,NA,notes,6.86E-05,1.58E-05,0.000250274
pilomatrix,NA,notes,0.007249054,3.24E-07,2.55E-05
pilomatrixoma,NA,notes,0.007072055,1.64E-07,1.18E-05
pit,NA,notes,0.009120919,9.55E-06,9.47E-05
pit edema,NA,notes,0.004632271,7.73E-06,7.51E-05
pityriasis rubra,NA,notes,-0.001617784,1.58E-07,1.58E-05
placement,NA,notes,-0.009210043,0.000243344,0.001024433
plan breast,NA,notes,0.006163642,1.70E-06,2.96E-05
plan one,NA,notes,0.008137964,8.07E-05,0.000410671
plan swallow,NA,notes,0.001583966,1.21E-07,3.81E-06
planning,NA,notes,-0.010839087,8.77E-05,0.000656788
plastic surgery,NA,notes,-0.001672318,1.33E-05,0.000280716
platelet,NA,notes,-0.009731509,0.000219066,0.000550002
platelets,NA,notes,-0.000961405,8.82E-06,0.000174425
please,NA,notes,-0.00054936,0.001631584,0.004289908
please advise,NA,notes,0.001641283,7.57E-05,0.000829787
pleased,NA,notes,0.002665476,2.35E-05,0.000201256
pleural,NA,notes,-0.00407262,0.000522813,0.002194111
pleurex,NA,notes,-0.001370051,3.10E-06,8.05E-05
pleurodesis,NA,notes,-0.006862862,1.39E-05,0.00022753
pleurx,NA,notes,0.004024683,1.51E-05,0.000236737
plt,NA,notes,-0.010352863,0.000111944,0.000391188
plt thirty,NA,notes,-0.00066735,8.59E-07,1.97E-05
pm itcrn,NA,notes,-0.010139328,1.20E-07,5.39E-06
pm ref,NA,notes,-0.005013907,1.42E-06,2.78E-05
pm spotwo,NA,notes,-0.004483633,2.21E-06,2.81E-05
pna,NA,notes,-0.006547059,1.26E-05,0.000124957
pneumatosis,NA,notes,-0.003883749,1.57E-06,4.10E-05
pneumonia,NA,notes,-0.010922367,6.24E-05,0.000457208
po bid,NA,notes,-0.005867653,4.57E-05,0.000377955
po intake,NA,notes,-0.013732,2.54E-05,0.000174323
po iv,NA,notes,0.00761746,8.94E-06,5.38E-05
pod,NA,notes,-0.005600163,2.37E-05,0.000144944
podone,NA,notes,-0.006769229,3.22E-06,3.70E-05
point review,NA,notes,-0.002313174,3.95E-05,0.000165998
polst,NA,notes,-0.003098502,5.55E-06,0.000136813
polyp,NA,notes,0.01824183,7.77E-05,0.000845239
ponv postoperative,NA,notes,0.00593806,4.75E-06,4.76E-05
poor,NA,notes,-0.018608019,7.56E-05,0.000440566
poor performance,NA,notes,-0.00594012,9.95E-07,2.51E-05
poor prognosis,NA,notes,-0.014408899,2.14E-06,6.60E-05
poorly,NA,notes,-0.011475108,6.17E-05,0.000406225
poorly differentiate,NA,notes,-0.008949186,3.65E-05,0.000235958
portable,NA,notes,0.008443852,1.92E-05,0.000307627
position,NA,notes,-0.011833431,0.00017505,0.000581923
positive ab,NA,notes,0.00401741,9.91E-07,1.80E-05
positive three,NA,notes,-0.001161092,3.53E-06,4.51E-05
post,NA,notes,0.00930482,0.000905789,0.002404027
postobstructive pna,NA,notes,0.004678266,4.00E-07,1.46E-05
postobstructive pneumonia,NA,notes,0.000369112,8.84E-07,4.17E-05
postop,NA,notes,0.004350204,0.000107141,0.00049952
postop id,NA,notes,0.007435893,6.76E-07,1.91E-05
postop sp,NA,notes,0.009766741,6.94E-06,5.15E-05
postoperative,NA,notes,0.006940546,0.000249022,0.001064949
postoperative course,NA,notes,-0.001607339,1.03E-05,8.91E-05
postrenal,NA,notes,0.000701906,8.38E-08,3.41E-06
postsurgical,NA,notes,0.011135178,0.000325341,0.002037278
posttreatment,NA,notes,0.011453335,6.13E-05,0.000738673
ppn,NA,notes,-0.00627659,1.07E-06,4.87E-05
pr positive,NA,notes,0.021383611,1.09E-05,0.000103301
practice,NA,notes,0.003908438,6.07E-05,0.000365645
practice provider,NA,notes,0.013193391,3.29E-05,0.000197641
prbc,NA,notes,-0.005009692,2.20E-05,0.000215285
prbcs,NA,notes,-0.001871909,8.99E-06,0.000155783
precaution consistent,NA,notes,0.001333568,1.46E-07,4.28E-06
precautions aspiration,NA,notes,-0.010095393,4.84E-07,1.20E-05
precautions fall,NA,notes,0.004032047,2.40E-06,1.90E-05
preop hct,NA,notes,-0.001094002,1.49E-06,5.80E-05
preoperative,NA,notes,0.005756014,0.000245404,0.000999814
prerenal,NA,notes,0.001519192,1.65E-06,3.50E-05
prescriptions,NA,notes,0.002512191,0.000263822,0.000815258
present yes,NA,notes,0.005941567,1.30E-05,0.000118181
pressor,NA,notes,0.009615058,1.67E-06,2.90E-05
primary anastomosis,NA,notes,0.004092407,4.11E-06,7.96E-05
primitive,NA,notes,-0.004859085,2.83E-07,1.61E-05
prinivil zestril,NA,notes,0.000388851,2.79E-05,0.000159307
prn,NA,notes,-0.006598235,0.000437901,0.00110676
prn four,NA,notes,-0.00117395,2.62E-06,4.28E-05
prn morphine,NA,notes,0.003246288,1.81E-06,2.94E-05
prn triple,NA,notes,-0.000273729,1.60E-07,3.62E-06
problem chemotherapy,NA,notes,-0.011854483,1.50E-07,3.66E-06
problem skin,NA,notes,0.003310949,2.89E-06,6.64E-05
procedure component,NA,notes,-0.007393804,1.60E-07,4.14E-06
prochlorperazine,NA,notes,-0.001254978,3.74E-05,0.000172616
prochlorperazine compazine,NA,notes,0.000460055,3.07E-05,0.000119281
product code,NA,notes,-0.002921293,8.24E-07,1.76E-05
product collection,NA,notes,0.000296404,2.82E-07,7.99E-06
product order,NA,notes,0.007209439,1.77E-06,2.96E-05
profile glucosefasting,NA,notes,-0.0104037,1.12E-06,1.48E-05
prognosis,NA,notes,-0.010356477,1.91E-05,0.00014602
progress on,NA,notes,-0.009052963,7.47E-06,0.000171372
progress through,NA,notes,-0.014410897,1.55E-06,3.21E-05
progression,NA,notes,-0.047118716,0.000448916,0.001635775
progression after,NA,notes,-0.012791695,1.08E-06,2.54E-05
progression ct,NA,notes,0.002238171,4.06E-06,5.03E-05
progression currently,NA,notes,-0.007077109,2.90E-07,1.05E-05
progression now,NA,notes,0.000897446,4.64E-07,1.19E-05
progression on,NA,notes,-0.013185926,1.17E-05,0.000139029
progression she,NA,notes,-0.011882929,3.81E-06,4.32E-05
progressive,NA,notes,-0.008357338,0.000117466,0.000670771
progressive disease,NA,notes,-0.021460569,3.71E-05,0.000319402
progressive dyspnea,NA,notes,0.004182861,7.34E-07,2.14E-05
progressive liver,NA,notes,0.003526922,1.17E-06,9.51E-05
promethazine phenergan,NA,notes,-0.000645063,5.23E-06,5.12E-05
prostate,NA,notes,0.017668847,0.000281797,0.001314342
protein zero,NA,notes,0.014213756,2.49E-06,3.76E-05
proteincalorie malnutrition,NA,notes,0.009329283,1.22E-06,6.53E-05
protocol onehundred,NA,notes,-0.000414347,1.15E-06,4.50E-05
protocol title,NA,notes,-5.13E-05,7.14E-06,0.000193395
protocol type,NA,notes,0.010948762,9.01E-07,1.97E-05
psa,NA,notes,0.00975961,0.000274611,0.001573946
pseudomyxoma,NA,notes,0.013996737,3.23E-05,0.000612906
psone,NA,notes,0.017489694,2.07E-06,2.73E-05
psych,NA,notes,0.001340107,3.15E-05,0.0001944
ptfamily,NA,notes,0.007488947,6.18E-06,0.000183538
pulmonary embolism,NA,notes,-0.003603784,2.51E-05,0.000224246
pulse fifty,NA,notes,0.008734514,3.06E-05,0.000152052
pulse forty,NA,notes,0.009684585,3.47E-06,5.83E-05
pulse ninety,NA,notes,0.009453967,5.08E-05,0.000182581
pulse onehundred,NA,notes,-0.012434177,3.89E-05,0.000168964
pulse seventy,NA,notes,0.014476981,0.000108571,0.000304885
pulse sixty,NA,notes,0.016900139,8.52E-05,0.000257951
puree,NA,notes,-0.001292122,2.21E-06,3.46E-05
pureed,NA,notes,-0.005663093,1.23E-06,2.95E-05
pyriform sinus,NA,notes,0.0161484,4.98E-06,8.99E-05
qtwentyh prn,NA,notes,0.005127908,4.00E-07,1.01E-05
qtwo,NA,notes,-0.003701032,0.000178163,0.000681322
radiation,NA,notes,0.001205689,0.00106115,0.002642055
radiation injury,NA,notes,-0.002143892,4.14E-06,0.00025987
radiation therapy,NA,notes,-0.011555688,0.0002516,0.001151972
radiation to,NA,notes,-0.003347485,3.88E-05,0.000238788
radical orchiectomy,NA,notes,0.019568745,1.28E-05,0.000160897
radioembolization,NA,notes,-0.024853246,5.01E-05,0.000558783
radioembolizationpreparatory,NA,notes,-0.004424594,1.25E-06,2.08E-05
radioembolizationpreparatory angiogram,NA,notes,-0.004424594,1.25E-06,2.08E-05
radionecrosis,NA,notes,-0.005165448,3.57E-06,0.000214504
radiosurgery,NA,notes,-0.011541984,0.000107954,0.000770003
ramucirumab,NA,notes,0.001911374,2.47E-06,6.62E-05
rapid progression,NA,notes,-0.007132785,9.28E-07,2.78E-05
rapidly,NA,notes,-0.001267993,9.17E-06,9.35E-05
rapidly grow,NA,notes,-0.009310126,1.36E-06,3.10E-05
rbc five,NA,notes,0.003506442,6.45E-06,6.11E-05
rbc four,NA,notes,0.001592749,5.16E-05,0.000171631
rbc two,NA,notes,-0.010918804,9.71E-06,6.44E-05
rchop,NA,notes,0.008296018,1.17E-05,0.000179708
rdw twenty,NA,notes,0.002216661,1.36E-05,7.60E-05
reactions aspirin,NA,notes,0.00073734,1.93E-06,3.39E-05
receive whole,NA,notes,-0.010604283,9.31E-07,2.54E-05
recently,NA,notes,-0.012527292,0.000251001,0.000666331
recently admit,NA,notes,0.001991442,3.01E-06,6.20E-05
receptor positive,NA,notes,0.002761921,1.17E-05,0.000217831
recommend,NA,notes,0.019532386,0.000864919,0.002309841
reconstruction,NA,notes,0.005586585,6.77E-05,0.000452918
reconstruction with,NA,notes,0.004814602,1.17E-05,0.000134149
recorded review,NA,notes,0.011145645,1.24E-07,3.01E-06
rectal anastomosis,NA,notes,0.003213149,1.57E-06,3.91E-05
rectal cancer,NA,notes,0.000386417,4.40E-05,0.000369539
rectal prn,NA,notes,-0.001839749,5.45E-07,1.38E-05
rectosigmoid adenocarcinoma,NA,notes,0.002136909,1.51E-06,6.01E-05
rectovaginal fistula,NA,notes,0.001247106,4.64E-06,0.000237763
recur in,NA,notes,0.003769496,2.78E-06,4.18E-05
recurrence,NA,notes,0.006953123,0.000386231,0.001595336
recurrent,NA,notes,0.021080494,0.00058151,0.002605485
recurrent disease,NA,notes,0.016229656,0.000157907,0.001475638
recurrent progressive,NA,notes,-0.007665351,6.22E-07,2.14E-05
recurrent pyelonephritis,NA,notes,0.002181688,2.88E-07,1.84E-05
recurrent stage,NA,notes,-0.013637872,1.19E-05,0.000128737
refill,NA,notes,0.022883065,0.000859317,0.003809158
refill albuterol,NA,notes,-0.00379126,4.74E-06,4.86E-05
refill amlodipine,NA,notes,0.004943998,8.44E-06,7.68E-05
refill atorvastatin,NA,notes,0.016153065,3.40E-06,5.37E-05
refill request,NA,notes,-0.00283211,0.00012291,0.00137577
reflux,NA,notes,0.020479346,4.77E-05,0.000246877
refractory,NA,notes,-0.018556,1.29E-05,0.000160887
regimen cisplatin,NA,notes,0.00264473,9.39E-07,2.69E-05
regimen herceptin,NA,notes,0.018431172,6.26E-06,0.00014147
reglan,NA,notes,0.000480177,3.01E-05,0.00017312
regorafenib,NA,notes,-0.016836537,6.28E-06,0.000198192
regular,NA,notes,0.009944331,0.000429652,0.000604108
regular diet,NA,notes,0.005223263,2.40E-05,0.000112645
rehab facility,NA,notes,-0.008189769,1.60E-06,3.98E-05
reinduction with,NA,notes,-0.003509791,4.25E-08,3.31E-06
relapsed,NA,notes,-0.008591305,5.16E-06,0.000115695
relation son,NA,notes,0.006094623,2.28E-06,2.82E-05
remission,NA,notes,0.019545054,3.66E-05,0.000286318
removal,NA,notes,0.012569293,0.000156387,0.00079459
remove,NA,notes,0.009787912,0.000222051,0.000776076
repair,NA,notes,0.010017412,0.000105946,0.000519151
repeat,NA,notes,0.013694312,0.000373102,0.001130556
report,NA,notes,0.000212636,0.001766305,0.003937195
reposition,NA,notes,0.000187027,6.79E-06,9.64E-05
request,NA,notes,-0.000860776,0.00095821,0.003244564
require for,NA,notes,0.014175983,0.000156426,0.002047466
resect,NA,notes,0.003557631,5.35E-05,0.000327236
resection,NA,notes,0.014431585,0.000706624,0.002067511
resection of,NA,notes,0.005100955,0.000181395,0.000813118
resident pgr,NA,notes,-0.0016254,6.54E-06,9.23E-05
residual,NA,notes,-0.002866504,0.000317693,0.001749238
resistive,NA,notes,-0.006318159,1.94E-06,7.06E-05
resolution of,NA,notes,0.011684424,0.000112779,0.000781264
resolve,NA,notes,0.008275486,0.000182601,0.000566099
resp twenty,NA,notes,-0.007247456,2.84E-05,0.000149902
respiratory acidosis,NA,notes,-4.44E-05,1.47E-07,7.26E-06
respiratory distress,NA,notes,0.001571634,2.17E-05,0.000127321
respiratory failure,NA,notes,0.0008371,3.52E-06,6.98E-05
respiratory preliminary,NA,notes,0.002119511,1.05E-07,5.93E-06
rest day,NA,notes,0.008177848,4.74E-07,1.55E-05
restoril capsule,NA,notes,0.010168975,3.88E-07,9.79E-06
restraints,NA,notes,0.00808448,1.45E-06,1.45E-05
result,NA,notes,0.006890465,0.00127457,0.00293025
reticular,NA,notes,-0.00652212,1.44E-05,0.00022971
retire social,NA,notes,0.022652334,9.83E-07,2.11E-05
retroperitoneal lad,NA,notes,0.000352296,1.13E-06,3.11E-05
reveal disease,NA,notes,-0.003001825,6.68E-07,1.87E-05
reveal evidence,NA,notes,-0.002954115,2.61E-06,6.18E-05
reveal progression,NA,notes,-0.011559371,1.62E-06,4.02E-05
review,NA,notes,-0.015741691,0.002244846,0.003195586
review the,NA,notes,0.009136431,0.000626692,0.001988287
reviewed,NA,notes,0.005418888,0.000282025,0.001309301
revision na,NA,notes,0.012624116,6.15E-07,1.64E-05
revlimid,NA,notes,0.010831596,4.26E-05,0.000927862
rfl review,NA,notes,-0.004409769,3.13E-06,3.35E-05
rheumatology,NA,notes,0.015185522,4.27E-06,9.42E-05
rhinitis,NA,notes,-0.008370569,1.40E-05,0.000124017
right cheek,NA,notes,0.00305898,5.75E-06,0.000135289
right na,NA,notes,-0.00313043,8.52E-06,7.78E-05
right retroperitoneum,NA,notes,0.003517147,1.02E-06,3.59E-05
right surgeon,NA,notes,-0.003867996,1.81E-07,7.42E-06
risk cll,NA,notes,0.000228207,3.90E-08,5.94E-06
risperidone risperdal,NA,notes,-0.005930859,4.60E-07,1.46E-05
rituxan,NA,notes,0.01345261,2.10E-05,0.000356702
rituximab,NA,notes,0.008162014,1.66E-05,0.000252529
rle,NA,notes,-0.004322319,1.36E-05,0.000199751
rn pt,NA,notes,0.009706976,5.49E-05,0.000670012
robotic,NA,notes,0.004240327,2.32E-05,0.000226508
rom,NA,notes,0.008176543,2.96E-05,0.000227686
routine iv,NA,notes,0.009763031,1.53E-06,3.81E-05
rouxeny esophagojejunostomy,NA,notes,6.62E-05,5.85E-07,3.37E-05
rplnd,NA,notes,0.013246259,1.46E-05,0.000206794
rrx,NA,notes,-0.00222665,1.81E-06,7.61E-05
rtc,NA,notes,0.00888883,0.000141814,0.000668435
rtc in,NA,notes,0.015694698,6.57E-05,0.000383023
ruq,NA,notes,-0.000702712,2.26E-05,0.000205481
ry,NA,notes,0.002418718,3.51E-07,1.62E-05
sabr,NA,notes,0.00638002,1.52E-05,0.000245116
saline lock,NA,notes,-0.001246354,3.34E-05,0.000357315
salpingooophorectomy,NA,notes,0.008127641,5.08E-05,0.000399795
sandostatin,NA,notes,0.00506093,6.63E-05,0.001142973
sarcoma,NA,notes,-0.006282136,8.61E-05,0.000791774
sarcoma involve,NA,notes,-0.014422539,6.52E-07,1.89E-05
sarcomatoid,NA,notes,0.00342134,4.83E-06,8.86E-05
satiety,NA,notes,0.005237602,1.15E-05,0.00011232
sbo,NA,notes,-0.001093979,1.71E-05,0.000229938
sbo sp,NA,notes,-0.00122022,3.66E-07,1.27E-05
sc cc,NA,notes,0.006089759,2.10E-06,4.83E-05
scale ten,NA,notes,-0.006571596,4.49E-07,1.58E-05
scan,NA,notes,0.002335948,0.0016372,0.003547616
scar,NA,notes,0.007953282,0.000141266,0.000573381
schedule,NA,notes,0.00876586,0.001395613,0.004236497
schizophrenia,NA,notes,-0.002188262,1.22E-06,4.12E-05
sclc,NA,notes,-0.008518083,1.47E-06,6.10E-05
score,NA,notes,0.006780029,9.03E-05,0.000390726
scrotal edema,NA,notes,-0.006317056,7.26E-07,2.36E-05
secondary emergency,NA,notes,0.002598408,8.01E-06,5.17E-05
secondary to,NA,notes,-0.007958945,0.00012594,0.000581938
see report,NA,notes,-0.007511362,7.12E-06,0.000167464
seen,NA,notes,-0.003638504,0.000237376,0.001262271
segment,NA,notes,0.012509851,0.000315911,0.001634043
segment six,NA,notes,0.00970214,3.62E-05,0.000465158
segmental,NA,notes,-0.012482346,1.67E-05,0.000167638
segmentectomy,NA,notes,0.005502762,1.08E-05,0.000214509
seizure,NA,notes,-0.003510606,5.45E-05,0.000451037
self,NA,notes,0.011971051,8.54E-05,0.000563792
seminoma,NA,notes,0.006905604,1.47E-05,0.000262104
send,NA,notes,0.015129874,0.000710129,0.002520882
senna,NA,notes,-0.002236952,3.87E-05,0.000195643
senna senna,NA,notes,0.010831963,3.51E-06,3.72E-05
senna senokot,NA,notes,0.008379431,8.65E-06,5.21E-05
senokot tablet,NA,notes,0.004164507,5.88E-06,4.19E-05
sepsis,NA,notes,-0.003263705,1.69E-05,0.000141951
serial,NA,notes,0.019320995,2.71E-05,0.000201406
serplas eighty,NA,notes,0.004333701,2.63E-05,0.000109571
serplas five,NA,notes,-0.015427031,7.86E-06,5.16E-05
serplas six,NA,notes,-0.003872633,2.87E-05,0.000113097
serplas ten,NA,notes,0.006555576,0.000109976,0.000301418
serplas two,NA,notes,-0.010469063,2.38E-05,0.000107506
service gynecologic,NA,notes,0.000475858,8.55E-06,7.56E-05
service med,NA,notes,-0.005451319,4.86E-07,1.95E-05
service oncology,NA,notes,0.000367422,1.49E-06,1.72E-05
service palliative,NA,notes,0.004819685,1.66E-07,3.08E-06
set ten,NA,notes,-0.003471697,1.33E-07,8.63E-06
seventwenty chemotherapy,NA,notes,-0.009254538,1.12E-06,2.31E-05
seventy eightyninety,NA,notes,0.012486046,9.64E-07,2.20E-05
seventy gy,NA,notes,-0.012431059,5.16E-06,7.96E-05
seventy lym,NA,notes,0.010237746,1.55E-05,8.19E-05
seventy male,NA,notes,0.001755148,4.48E-05,0.000247509
seventy min,NA,notes,-0.00245804,4.16E-06,2.84E-05
seventy resp,NA,notes,0.013117446,9.18E-06,6.41E-05
several year,NA,notes,0.017049998,1.06E-05,0.000102125
severe protein,NA,notes,0.009533029,8.97E-07,1.91E-05
severe systemic,NA,notes,8.23E-05,3.56E-06,6.60E-05
sexual,NA,notes,0.019837867,4.41E-05,0.000193041
she have,NA,notes,0.001189692,0.001122423,0.002187873
shift,NA,notes,0.005809498,0.000255713,0.001288764
shift pt,NA,notes,0.003202627,8.30E-06,0.000204426
short of,NA,notes,-0.006233468,8.94E-06,0.000106988
